model,timestamp,gross_return,turnover,net_return,gross_cumulative_return,net_cumulative_return
KNN,1631733960,-0.0002449750804771611,1.6666666666666665,-0.0019116417471438277,0.1997916549395755,-0.8882844034720634
KNN,1631735160,0.0005605419864878058,1.6666666666666665,-0.0011061246801788607,0.20046418853720693,-0.8884079748505438
KNN,1631736360,0.0006491144886240363,1.6666666666666665,-0.0010175521780426302,0.20124342723506072,-0.8885215255587868
KNN,1631737560,0.0026700894813984632,1.6666666666666665,0.0010034228147317967,0.20445085467472013,-0.888409665514181
KNN,1631738760,0.0008881191606633365,1.3333333333333333,-0.0004452141726699968,0.20552055055683405,-0.8884593471126271
KNN,1631739960,0.001598576782271266,1.3333333333333333,0.0002652434489379327,0.20744766771950518,-0.8884297616851584
KNN,1631741160,0.002289195777848363,1.0,0.001289195777848363,0.21021175182242158,-0.8882859258049894
KNN,1631742360,-0.0015609264082740992,1.6666666666666665,-0.003227593074940766,0.20832270033939837,-0.8886464933772347
KNN,1631743560,0.0021192233252804726,1.3333333333333333,0.0007858899919471393,0.21088340599042343,-0.8885589817708116
KNN,1631744760,-0.00111200415994972,1.6666666666666665,-0.0027786708266163865,0.20953689860574798,-0.8888686396770534
KNN,1631745960,0.00024112057872116566,1.6666666666666665,-0.001425546087945501,0.20982854284272445,-0.8890270625530099
KNN,1631747160,-0.0005605320911854506,1.3333333333333333,-0.0018938654245187838,0.20915039511962896,-0.8892372303622981
KNN,1631748360,-0.00046876072883605957,1.6666666666666665,-0.002135427395502726,0.2085835928991402,-0.8894737562149841
KNN,1631749560,-0.0018440881394781172,2.0,-0.0038440881394781173,0.20635485822990707,-0.8898986288378192
KNN,1631750760,0.0023235976113937795,1.3333333333333333,0.0009902642780604462,0.2091579414969833,-0.8897895993829918
KNN,1631751960,0.0006682975217700005,1.6666666666666665,-0.000998369144896666,0.20996601875271415,-0.8898996300464146
KNN,1631753160,-8.000928210094571e-05,2.0,-0.0020800092821009458,0.20986921024018712,-0.8901286398378807
KNN,1631754360,0.0011019905796274543,1.6666666666666665,-0.0005646760870392123,0.21120247471245301,-0.8901906815676148
KNN,1631755560,-0.00038238358683884144,1.3333333333333333,-0.0017157169201721747,0.21073933076578433,-0.8903790832732418
KNN,1631756760,-0.00022940833878237754,1.3333333333333333,-0.0015627416721157108,0.2104615770672149,-0.8905503924479462
KNN,1631757960,-0.00047766171337570995,0.6666666666666666,-0.0011443283800423765,0.2098833859163376,-0.8906756387400525
KNN,1631759160,0.00028242659755051136,1.6666666666666665,-0.0013842400691161552,0.21022508916445481,-0.8908269699014391
KNN,1631760360,-0.00042379897786304355,1.6666666666666665,-0.00209046564452971,0.2097121970086826,-0.8910551923701693
KNN,1631761560,0.001674264669418335,1.3333333333333333,0.00034093133608500167,0.21173757540029858,-0.8910180496713446
KNN,1631762760,-0.0006977717857807875,1.3333333333333333,-0.0020311051191141205,0.2108920591084138,-0.8912394034685481
KNN,1631763960,0.0006099144229665399,1.6666666666666665,-0.0010567522437001267,0.2116305996399197,-0.8913543364729589
KNN,1631765160,-0.0020017819479107857,1.6666666666666665,-0.0036684486145774522,0.2092051793780243,-0.8917528975068045
KNN,1631766360,-0.0003718932857736945,1.6666666666666665,-0.002038559952440361,0.2087554840906909,-0.8919735657149149
KNN,1631767560,-0.0014273523120209575,1.0,-0.0024273523120209575,0.2070301641558061,-0.8922357839299362
KNN,1631768760,0.0009069840307347476,2.0,-0.0010930159692652524,0.2081249212393106,-0.8923535719390161
KNN,1631769960,0.001628388956305571,1.6666666666666665,-3.8277710361095656e-05,0.21009221851889426,-0.8923576923978108
KNN,1631771160,0.0008105039014481008,1.6666666666666665,-0.0008561627652185658,0.21107300298311582,-0.8924498517335421
KNN,1631772360,-0.00015910464571788907,1.6666666666666665,-0.0018257713123845556,0.2108803156420378,-0.8926462137088896
KNN,1631773560,0.00032744805048423586,2.0,-0.0016725519495157642,0.21127681604076454,-0.8928257684934388
KNN,1631774760,0.00018448627088218927,1.6666666666666665,-0.0014821803957844773,0.2115002799835619,-0.892984620038311
KNN,1631775960,-0.002935737371444702,1.6666666666666665,-0.004602404038111369,0.20794363333609844,-0.8934771480551867
KNN,1631777160,0.003052085725357756,1.3333333333333333,0.0017187523920244227,0.21163038085644037,-0.8932940616486014
KNN,1631778360,-0.0007542868843302131,1.0,-0.001754286884330213,0.21071646395150423,-0.8934812544767313
KNN,1631779560,0.003759881015866995,2.0,0.0017598810158669948,0.21526861379991313,-0.893293794158651
KNN,1631780760,0.0009347200575575698,1.6666666666666665,-0.0007319466091090967,0.21640454974855206,-0.8933718974041874
KNN,1631781960,-0.0015944342012517154,1.6666666666666665,-0.003261100867918382,0.21446507273187487,-0.8937196224021071
KNN,1631783160,-0.00048510218039155006,1.0,-0.00148510218039155,0.2138759330770832,-0.8938774596226107
KNN,1631784360,-0.0004189113387838006,1.6666666666666665,-0.002085578005450467,0.21336742668484043,-0.8940987864587042
KNN,1631785560,0.0006658037891611457,1.3333333333333333,-0.0006675295441721876,0.214175291315172,-0.8941694786475067
KNN,1631786760,-0.00015545892529189587,1.3333333333333333,-0.0014887922586252292,0.21398653692926817,-0.8943270383084226
KNN,1631787960,-0.00012026232434436679,1.6666666666666665,-0.0017869289910110333,0.21384054008661435,-0.8945158683872353
KNN,1631789160,0.0029131372866686434,1.3333333333333333,0.00157980395333531,0.21737662422401072,-0.8943492241390993
KNN,1631790360,0.0002781153016258031,1.6666666666666665,-0.0013885513650408634,0.217715195291049,-0.8944959256681386
KNN,1631791560,-0.001471708295866847,1.3333333333333333,-0.00280504162920018,0.21592307373613595,-0.8947918689886897
KNN,1631792760,-0.0010749995126388967,2.0,-0.0030749995126388967,0.21461595702446323,-0.8951153839402751
KNN,1631793960,-0.00014023979747435078,1.0,-0.0011402397974743508,0.21444561952864105,-0.8952349775536492
KNN,1631795160,-0.0004941623192280531,1.3333333333333333,-0.0018274956525613864,0.21384548626471833,-0.8954264351767105
KNN,1631796360,-0.0005262097110971808,1.0,-0.0015262097110971809,0.21320674898207437,-0.8955860363668678
KNN,1631797560,-0.0004425346851348877,1.6666666666666665,-0.0021092013518015543,0.21266986291541,-0.8958062664401097
KNN,1631798760,3.103399649262428e-05,1.6666666666666665,-0.0016356326701740423,0.21270749690768254,-0.8959766891147477
KNN,1631799960,-0.0031158427009359,1.6666666666666665,-0.004782509367602567,0.2089288911050724,-0.8964741815735056
KNN,1631801160,0.0005488893948495388,1.3333333333333333,-0.0007844439384837945,0.20959245935252713,-0.8965553917742467
KNN,1631802360,-5.964434240013361e-05,1.3333333333333333,-0.001392977675733467,0.2095203140057169,-0.8966994878041802
KNN,1631803560,-0.0028469462413340807,1.6666666666666665,-0.004513612908000748,0.2060768746939412,-0.8971657463294304
KNN,1631804760,0.0004444122314453125,1.3333333333333333,-0.0008889211018880208,0.20661287000911854,-0.897257157867515
KNN,1631805960,0.0003031889209523797,1.6666666666666665,-0.0013634777457142869,0.20697870166318388,-0.8973972454462941
KNN,1631807160,-0.0001474519376643002,1.3333333333333333,-0.0014807852709976335,0.2068007303149042,-0.897549178094001
KNN,1631808360,0.0004691978683695197,1.6666666666666665,-0.0011974687982971468,0.20736695864511479,-0.8976718597565934
